gender,age,remuneration (k£),spending_score (1-100),loyalty_points,education,language,platform,product,review,summary
Female,24,46.74,55,1391,graduate,EN,Web,6694,Love these. Great size to me.. my 2 year old loves these.,love it!
Female,36,47.56,60,1951,PhD,EN,Web,6715,Love them- Perfect for my 2 year old granddaughter!,Five Stars
Female,49,47.56,46,1622,graduate,EN,Web,6720,So cute!,Four Stars
Female,70,48.38,55,1658,graduate,EN,Web,6721,Smaller than I expected but very cute and works well with steels.,Five Stars
Male,17,48.38,41,830,PhD,EN,Web,6770,"I absolutely love these!  We ordered for Christmas to go along with the easel we got for our 2 year old for Christmas! We were able to write a message from Santa on the board for a super cute presentation! The box was pretty banged up, but Amazon made it right. Though these are a little pricey, I think they were worth the splurge!",LOVE!
Male,46,49.2,49,1777,graduate,EN,Web,6815,My daughter loves these. They stick to my fridge very well. They are light enough for her tiny 1 year old hands to pull on and off yet song enough to stay on when the door is opened a hundred times a day.,My daughter loves these. They stick to my fridge ...
Female,38,49.2,40,1376,PhD,EN,Web,3427,My 9 month old daughter loves these. I put them on my dishwasher and she stands there and plays with them.  They are a very pretty soft pastel pattern which I love because they don't stand out as an eye sore.,They are a very pretty soft pastel pattern which I love because they don't ...
Female,34,49.2,42,1376,graduate,EN,Web,3436,great for my 5 yr old,Five Stars
Male,26,49.2,52,1461,postgraduate,EN,Web,3478,"I was hesitant to purchase these because some reviews said they were basically paper and fell apart easily. This was not the case with the magnets I received. They are really hard embossed wood/cardboard type material. My toddler has used these for a month, chewing on them, scattering them around the house, and they are still going strong. I'm really happy with these magnets and i will probably purchase the matching number too. Oh, and the colors are super cute!",Really cute and not plastic
Female,45,49.2,47,1698,postgraduate,EN,Web,3498,"Very cute. Stay well on fridge (until he pushes them down the front and flicks them off, haha). They are basically paper, so if you have a chewer, you might want to hold off on these!",Very cute. Stay well on fridge (until he pushes ...
Female,29,49.2,50,1503,postgraduate,EN,Web,3524,Quality little swimming fish.,Five Stars
Male,46,50.02,42,1548,graduate,EN,Web,3525,"Love love love them, so much nicer than the traditional plastic letters.",Five Stars
Male,22,50.02,49,1248,PhD,EN,Web,3547,Really cute & my daughter loves them. The quality is pretty good for what it is- some of the letters had some issues with the wood. Do wish it was laminated or something because I can see the top layer coming off after awhile.,Cute alternative to plastic letters
Female,25,50.84,41,1160,PhD,EN,Web,3619,These are super cute!!,Love it!
Female,49,50.84,48,1809,graduate,EN,Web,3629,These are super cute but it doesn't take a lot to wear them down. I have them on a magnet board in my daughter's nursery. Just from the few times I've moved them around they have dents in them and the paper is coming off. They need to be more durable.,Super cute but not durable
Male,69,50.84,59,1904,PhD,EN,Web,6424,Love these!,Five Stars
Male,28,50.84,55,1673,PhD,EN,Web,3165,"Great quality,  very cute and perfect for my toddler!","Great quality, very cute and perfect for my toddler"
Male,49,50.84,56,2111,PhD,EN,Web,9875,Absolutely adorable. I was so excited to teach my daughter the alphabet and have fun with these but I didn't receive the whole alphabet or 40 pieces as promised.,Absolutely adorable. I was so excited to teach my daughter ...
Female,23,50.84,42,1122,postgraduate,EN,Web,515,"I absolutely love these letters, I bought 2 sets since the box only came with 40 letters and I needed more to spell out little messages on my daughter's magnetic board.  The colors are so sweet and girly!",I absolutely love these letters
Female,68,51.66,50,1668,postgraduate,EN,Web,283,Awesomeness,Five Stars
Male,53,51.66,46,1756,PhD,EN,Web,2285,Spread everywhere in my house!,Great for learning!
Male,70,51.66,43,1384,PhD,EN,Web,2286,We like these. Fun durable and good for learning.,"Good buy, way better then plastic ones."
Male,68,51.66,48,1601,diploma,EN,Web,2296,"I bough these when my daughter was 2.  She really liked the beautiful colors and prints on the letters.  I did quite some research to check which product would be safe and without harmful chemicals since toddlers tend to put everything in their mouth.  Saw a lot of cheaper products with unsafe printing materials and dyes and therefore chose to spend a little extra on something that my daughter would be touching often.  I am happy with my purchase.  These are not only beautiful to look at, they are a good size and are built well.  its been many months since I bought them and they haven't worn out.  I would recommend this product to anyone who is looking to buy safe products for their kids.",Expensive but worth the price
Male,67,51.66,52,1762,graduate,EN,Web,2324,these letters are cute and she loves playing with them on our magnetic board that I bought (an oil pan),she loves them
Female,18,51.66,54,1222,graduate,EN,Web,2326,These are cute and colorful but with a normal amount of use they start to show wear because they are esentially made of cardboard.,Cute and colorful but the cardboard does not hold up very well
Female,38,52.48,42,1541,graduate,EN,Web,2371,"My two year old loves these.  Great pattern and quality, she plays with these all the time!! Fast shipping.  Great Christmas gift!!",Fun for kids
Male,18,52.48,46,1057,graduate,EN,Web,2387,I was looking for letters to accompany my daughter's wooden easel. I am not a fan of plastic toys and wanted to find magnetic letters that were more attractive than the cheap plastic ones I've seen everywhere. These were perfect. I ended up getting a set of uppercase and a set of lowercase. We've had them for over a year and they've stood up fine to my toddler's use.,Very cute nice product
Female,17,53.3,48,1071,postgraduate,EN,Web,2404,These are great quality and super cute! They are a little smaller than I expected but perfect for the 16 month old  purchased them for.,Love these!
Female,18,53.3,50,1167,graduate,EN,Web,5429,My little girl loves these! They are super cute and also stick well to the refrigerator since they entire back of each letter is a magnet rather than just one small magnet.,Precious Magnets!
